Country/area,Type,Age Category,Capacity (MW),Capacity %
Türkiye,Oil and gas,0-9 years,5.319,20.790906567956437
Türkiye,Oil and gas,10-19 years,10.1027,39.48943255952125
Türkiye,Oil and gas,20-29 years,8.6821,33.93659144832762
Türkiye,Oil and gas,30-39 years,1.4795,5.7830694241946885
Türkiye,Oil and gas,40-49 years,0.0,0.0
Türkiye,Oil and gas,50+ years,0.0,0.0
Türkiye,Utility-scale solar,0-9 years,2.716034496183206,96.77307233951221
Türkiye,Utility-scale solar,10-19 years,0.09056700000000001,3.2269276604877892
Türkiye,Utility-scale solar,20-29 years,0.0,0.0
Türkiye,Utility-scale solar,30-39 years,0.0,0.0
Türkiye,Utility-scale solar,40-49 years,0.0,0.0
Türkiye,Utility-scale solar,50+ years,0.0,0.0
Türkiye,Wind,0-9 years,6.1355,57.25016329196604
Türkiye,Wind,10-19 years,4.5715,42.65652701315666
Türkiye,Wind,20-29 years,0.01,0.09330969487729775
Türkiye,Wind,30-39 years,0.0,0.0
Türkiye,Wind,40-49 years,0.0,0.0
Türkiye,Wind,50+ years,0.0,0.0
Türkiye,Hydropower,0-9 years,4.734,18.97851186658114
Türkiye,Hydropower,10-19 years,8.053,32.28431686978833
Türkiye,Hydropower,20-29 years,2.745,11.004650416933933
Türkiye,Hydropower,30-39 years,5.89,23.612892880051316
Türkiye,Hydropower,40-49 years,1.247,4.999198203976908
Türkiye,Hydropower,50+ years,2.275,9.120429762668378
Türkiye,Bioenergy,0-9 years,0.12,100.0
Türkiye,Bioenergy,10-19 years,0.0,0.0
Türkiye,Bioenergy,20-29 years,0.0,0.0
Türkiye,Bioenergy,30-39 years,0.0,0.0
Türkiye,Bioenergy,40-49 years,0.0,0.0
Türkiye,Bioenergy,50+ years,0.0,0.0
Türkiye,Geothermal,0-9 years,0.9818600000000001,62.3438799677442
Türkiye,Geothermal,10-19 years,0.59305,37.656120032255814
Türkiye,Geothermal,20-29 years,0.0,0.0
Türkiye,Geothermal,30-39 years,0.0,0.0
Türkiye,Geothermal,40-49 years,0.0,0.0
Türkiye,Geothermal,50+ years,0.0,0.0
Uganda,Oil and gas,0-9 years,0.0,0.0
Uganda,Oil and gas,10-19 years,0.1,100.0
Uganda,Oil and gas,20-29 years,0.0,0.0
Uganda,Oil and gas,30-39 years,0.0,0.0
Uganda,Oil and gas,40-49 years,0.0,0.0
Uganda,Oil and gas,50+ years,0.0,0.0
Uganda,Utility-scale solar,0-9 years,0.08959,91.8024387744646
Uganda,Utility-scale solar,10-19 years,0.008,8.197561225535404
Uganda,Utility-scale solar,20-29 years,0.0,0.0
Uganda,Utility-scale solar,30-39 years,0.0,0.0
Uganda,Utility-scale solar,40-49 years,0.0,0.0
Uganda,Utility-scale solar,50+ years,0.0,0.0
Uganda,Hydropower,0-9 years,0.783,55.4140127388535
Uganda,Hydropower,10-19 years,0.25,17.692852087756545
Uganda,Hydropower,20-29 years,0.2,14.154281670205238
Uganda,Hydropower,30-39 years,0.0,0.0
Uganda,Hydropower,40-49 years,0.0,0.0
Uganda,Hydropower,50+ years,0.18,12.738853503184714
Uganda,Bioenergy,0-9 years,0.0,0.0
Uganda,Bioenergy,10-19 years,0.03,100.0
Uganda,Bioenergy,20-29 years,0.0,0.0
Uganda,Bioenergy,30-39 years,0.0,0.0
Uganda,Bioenergy,40-49 years,0.0,0.0
Uganda,Bioenergy,50+ years,0.0,0.0
Ukraine,Coal,0-9 years,0.0,0.0
Ukraine,Coal,10-19 years,0.0,0.0
Ukraine,Coal,20-29 years,0.0,0.0
Ukraine,Coal,30-39 years,0.645,13.601855757064529
Ukraine,Coal,40-49 years,0.645,13.601855757064529
Ukraine,Coal,50+ years,3.452,72.79628848587095
Ukraine,Oil and gas,0-9 years,1.3240999999999998,44.44630928804001
Ukraine,Oil and gas,10-19 years,0.0,0.0
Ukraine,Oil and gas,20-29 years,0.0,0.0
Ukraine,Oil and gas,30-39 years,0.0,0.0
Ukraine,Oil and gas,40-49 years,0.75,25.175388540163134
Ukraine,Oil and gas,50+ years,0.905,30.37830217179685
Ukraine,Utility-scale solar,0-9 years,2.000373,80.165117363893
Ukraine,Utility-scale solar,10-19 years,0.49494299999999997,19.83488263610701
Ukraine,Utility-scale solar,20-29 years,0.0,0.0
Ukraine,Utility-scale solar,30-39 years,0.0,0.0
Ukraine,Utility-scale solar,40-49 years,0.0,0.0
Ukraine,Utility-scale solar,50+ years,0.0,0.0
Ukraine,Wind,0-9 years,0.353,69.39256929427954
Ukraine,Wind,10-19 years,0.117,22.999803420483588
Ukraine,Wind,20-29 years,0.028300000000000002,5.563200314527227
Ukraine,Wind,30-39 years,0.0104,2.0444269707096523
Ukraine,Wind,40-49 years,0.0,0.0
Ukraine,Wind,50+ years,0.0,0.0
Ukraine,Hydropower,0-9 years,0.0,0.0
Ukraine,Hydropower,10-19 years,1.749,27.997438770609897
Ukraine,Hydropower,20-29 years,0.0,0.0
Ukraine,Hydropower,30-39 years,0.0,0.0
Ukraine,Hydropower,40-49 years,0.702,11.237393949095566
Ukraine,Hydropower,50+ years,3.796,60.76516728029454
Ukraine,Nuclear,0-9 years,0.0,0.0
Ukraine,Nuclear,10-19 years,1.0,7.228044813877846
Ukraine,Nuclear,20-29 years,2.0,14.456089627755691
Ukraine,Nuclear,30-39 years,7.0,50.59631369714492
Ukraine,Nuclear,40-49 years,3.835,27.719551861221543
Ukraine,Nuclear,50+ years,0.0,0.0
United Arab Emirates,Oil and gas,0-9 years,8.593,20.658683354529742
United Arab Emirates,Oil and gas,10-19 years,19.373,46.575197559327904
United Arab Emirates,Oil and gas,20-29 years,9.222100000000001,22.171121117631646
United Arab Emirates,Oil and gas,30-39 years,1.557,3.74322937076723
United Arab Emirates,Oil and gas,40-49 years,2.85,6.851768597743485
United Arab Emirates,Oil and gas,50+ years,0.0,0.0
United Arab Emirates,Utility-scale solar,0-9 years,6.200345,98.10121425141467
United Arab Emirates,Utility-scale solar,10-19 years,0.12001,1.8987857485853248
United Arab Emirates,Utility-scale solar,20-29 years,0.0,0.0
United Arab Emirates,Utility-scale solar,30-39 years,0.0,0.0
United Arab Emirates,Utility-scale solar,40-49 years,0.0,0.0
United Arab Emirates,Utility-scale solar,50+ years,0.0,0.0
United Arab Emirates,Wind,0-9 years,0.099,100.0
United Arab Emirates,Wind,10-19 years,0.0,0.0
United Arab Emirates,Wind,20-29 years,0.0,0.0
United Arab Emirates,Wind,30-39 years,0.0,0.0
United Arab Emirates,Wind,40-49 years,0.0,0.0
United Arab Emirates,Wind,50+ years,0.0,0.0
United Arab Emirates,Nuclear,0-9 years,5.668,100.0
United Arab Emirates,Nuclear,10-19 years,0.0,0.0
United Arab Emirates,Nuclear,20-29 years,0.0,0.0
United Arab Emirates,Nuclear,30-39 years,0.0,0.0
United Arab Emirates,Nuclear,40-49 years,0.0,0.0
United Arab Emirates,Nuclear,50+ years,0.0,0.0
United Arab Emirates,Bioenergy,0-9 years,0.22,100.0
United Arab Emirates,Bioenergy,10-19 years,0.0,0.0
United Arab Emirates,Bioenergy,20-29 years,0.0,0.0
United Arab Emirates,Bioenergy,30-39 years,0.0,0.0
United Arab Emirates,Bioenergy,40-49 years,0.0,0.0
United Arab Emirates,Bioenergy,50+ years,0.0,0.0
United Kingdom,Oil and gas,0-9 years,3.9120999999999997,10.84047561648087
United Kingdom,Oil and gas,10-19 years,10.356,28.696599137106897
United Kingdom,Oil and gas,20-29 years,17.146,47.511769873004525
United Kingdom,Oil and gas,30-39 years,3.634,10.069857209757286
United Kingdom,Oil and gas,40-49 years,0.509,1.4104450522197192
United Kingdom,Oil and gas,50+ years,0.5307999999999999,1.470853111430701
United Kingdom,Utility-scale solar,0-9 years,3.687269118644068,41.01853134226589
United Kingdom,Utility-scale solar,10-19 years,5.302007186440679,58.981468657734105
United Kingdom,Utility-scale solar,20-29 years,0.0,0.0
United Kingdom,Utility-scale solar,30-39 years,0.0,0.0
United Kingdom,Utility-scale solar,40-49 years,0.0,0.0
United Kingdom,Utility-scale solar,50+ years,0.0,0.0
United Kingdom,Wind,0-9 years,15.8907,53.62917514604785
United Kingdom,Wind,10-19 years,12.0833,40.779664334625906
United Kingdom,Wind,20-29 years,1.5402,5.197987222711579
United Kingdom,Wind,30-39 years,0.1165,0.3931732966146598
United Kingdom,Wind,40-49 years,0.0,0.0
United Kingdom,Wind,50+ years,0.0,0.0
United Kingdom,Hydropower,0-9 years,0.0,0.0
United Kingdom,Hydropower,10-19 years,0.19,4.923555325213786
United Kingdom,Hydropower,20-29 years,0.0,0.0
United Kingdom,Hydropower,30-39 years,0.0,0.0
United Kingdom,Hydropower,40-49 years,2.016,52.24151334542627
United Kingdom,Hydropower,50+ years,1.653,42.83493132935994
United Kingdom,Nuclear,0-9 years,0.0,0.0
United Kingdom,Nuclear,10-19 years,0.0,0.0
United Kingdom,Nuclear,20-29 years,0.0,0.0
United Kingdom,Nuclear,30-39 years,6.534,100.0
United Kingdom,Nuclear,40-49 years,0.0,0.0
United Kingdom,Nuclear,50+ years,0.0,0.0
United Kingdom,Bioenergy,0-9 years,0.582,13.519163763066203
United Kingdom,Bioenergy,10-19 years,0.716,16.631823461091756
United Kingdom,Bioenergy,20-29 years,0.082,1.9047619047619049
United Kingdom,Bioenergy,30-39 years,0.68,15.795586527293844
United Kingdom,Bioenergy,40-49 years,0.0,0.0
United Kingdom,Bioenergy,50+ years,2.245,52.1486643437863
United States,Coal,0-9 years,0.0,0.0
United States,Coal,10-19 years,20.6448,10.87236785560808
United States,Coal,20-29 years,4.893,2.576847240830152
United States,Coal,30-39 years,16.3054,8.587068260909863
United States,Coal,40-49 years,76.0385,40.04488022110434
United States,Coal,50+ years,72.0015,37.91883642154756
United States,Oil and gas,0-9 years,100.5937,17.94263882113404
United States,Oil and gas,10-19 years,98.8583,17.63309999901898
United States,Oil and gas,20-29 years,243.55339999999998,43.44199179331497
United States,Oil and gas,30-39 years,33.7701,6.023485638301192
United States,Oil and gas,40-49 years,20.3391,3.6278328090817555
United States,Oil and gas,50+ years,63.5259,11.330950939149064
United States,Utility-scale solar,0-9 years,107.44967159574469,88.59942892417624
United States,Utility-scale solar,10-19 years,13.738234468085105,11.328091656512601
United States,Utility-scale solar,20-29 years,0.0079,0.006514077503506411
United States,Utility-scale solar,30-39 years,0.08,0.06596534180765985
United States,Utility-scale solar,40-49 years,0.0,0.0
United States,Utility-scale solar,50+ years,0.0,0.0
United States,Wind,0-9 years,91.1839,60.18270524143994
United States,Wind,10-19 years,55.4514,36.59873356398644
United States,Wind,20-29 years,4.3881000000000006,2.8962100641666195
United States,Wind,30-39 years,0.3393,0.22394295361813404
United States,Wind,40-49 years,0.14909999999999998,0.09840817678887057
United States,Wind,50+ years,0.0,0.0
United States,Hydropower,0-9 years,0.324,0.3526377082902513
United States,Hydropower,10-19 years,1.279,1.3920482373556526
United States,Hydropower,20-29 years,0.642,0.6987450886492017
United States,Hydropower,30-39 years,3.972,4.323077090521229
United States,Hydropower,40-49 years,9.596,10.44417113812732
United States,Hydropower,50+ years,76.066,82.78932073705634
United States,Nuclear,0-9 years,3.718,3.6282020004879243
United States,Nuclear,10-19 years,0.0,0.0
United States,Nuclear,20-29 years,1.21,1.1807757989753598
United States,Nuclear,30-39 years,32.089,31.313979019272992
United States,Nuclear,40-49 years,37.716,36.805074408392294
United States,Nuclear,50+ years,27.742,27.07196877287143
United States,Bioenergy,0-9 years,0.365,5.025471568222498
United States,Bioenergy,10-19 years,1.146,15.778603882693101
United States,Bioenergy,20-29 years,0.419,5.768965992014319
United States,Bioenergy,30-39 years,2.829,38.95084675753821
United States,Bioenergy,40-49 years,1.657,22.814264078204598
United States,Bioenergy,50+ years,0.847,11.661847721327275
United States,Geothermal,0-9 years,0.3255,8.91170431211499
United States,Geothermal,10-19 years,0.648,17.741273100616016
United States,Geothermal,20-29 years,0.154,4.216290212183436
United States,Geothermal,30-39 years,0.783,21.437371663244353
United States,Geothermal,40-49 years,1.412,38.65845311430527
United States,Geothermal,50+ years,0.33,9.034907597535934
Uruguay,Oil and gas,0-9 years,0.54,47.70318021201413
Uruguay,Oil and gas,10-19 years,0.38,33.56890459363957
Uruguay,Oil and gas,20-29 years,0.0,0.0
Uruguay,Oil and gas,30-39 years,0.212,18.727915194346288
Uruguay,Oil and gas,40-49 years,0.0,0.0
Uruguay,Oil and gas,50+ years,0.0,0.0
Uruguay,Utility-scale solar,0-9 years,0.172108,73.04535307149709
Uruguay,Utility-scale solar,10-19 years,0.06351,26.954646928502918
Uruguay,Utility-scale solar,20-29 years,0.0,0.0
Uruguay,Utility-scale solar,30-39 years,0.0,0.0
Uruguay,Utility-scale solar,40-49 years,0.0,0.0
Uruguay,Utility-scale solar,50+ years,0.0,0.0
Uruguay,Wind,0-9 years,0.6431,43.88562849733861
Uruguay,Wind,10-19 years,0.8222999999999999,56.114371502661385
Uruguay,Wind,20-29 years,0.0,0.0
Uruguay,Wind,30-39 years,0.0,0.0
Uruguay,Wind,40-49 years,0.0,0.0
Uruguay,Wind,50+ years,0.0,0.0
Uruguay,Hydropower,0-9 years,0.0,0.0
Uruguay,Hydropower,10-19 years,0.0,0.0
Uruguay,Hydropower,20-29 years,0.0,0.0
Uruguay,Hydropower,30-39 years,0.0,0.0
Uruguay,Hydropower,40-49 years,0.333,56.155143338954474
Uruguay,Hydropower,50+ years,0.26,43.84485666104553
Uruguay,Bioenergy,0-9 years,0.31,47.69230769230769
Uruguay,Bioenergy,10-19 years,0.34,52.307692307692314
Uruguay,Bioenergy,20-29 years,0.0,0.0
Uruguay,Bioenergy,30-39 years,0.0,0.0
Uruguay,Bioenergy,40-49 years,0.0,0.0
Uruguay,Bioenergy,50+ years,0.0,0.0
Uzbekistan,Coal,0-9 years,0.15,6.016847172081829
Uzbekistan,Coal,10-19 years,0.0,0.0
Uzbekistan,Coal,20-29 years,0.0,0.0
Uzbekistan,Coal,30-39 years,1.5,60.168471720818296
Uzbekistan,Coal,40-49 years,0.6,24.067388688327316
Uzbekistan,Coal,50+ years,0.243,9.747292418772563
Uzbekistan,Oil and gas,0-9 years,6.137,42.64233799802666
Uzbekistan,Oil and gas,10-19 years,0.9448,6.564849428146584
Uzbekistan,Oil and gas,20-29 years,0.8,5.558720938312094
Uzbekistan,Oil and gas,30-39 years,0.42,2.9183284926138495
Uzbekistan,Oil and gas,40-49 years,2.755,19.142845231312275
Uzbekistan,Oil and gas,50+ years,3.335,23.172917911588545
Uzbekistan,Utility-scale solar,0-9 years,1.3486419354838708,100.0
Uzbekistan,Utility-scale solar,10-19 years,0.0,0.0
Uzbekistan,Utility-scale solar,20-29 years,0.0,0.0
Uzbekistan,Utility-scale solar,30-39 years,0.0,0.0
Uzbekistan,Utility-scale solar,40-49 years,0.0,0.0
Uzbekistan,Utility-scale solar,50+ years,0.0,0.0
Uzbekistan,Wind,0-9 years,1.0,100.0
Uzbekistan,Wind,10-19 years,0.0,0.0
Uzbekistan,Wind,20-29 years,0.0,0.0
Uzbekistan,Wind,30-39 years,0.0,0.0
Uzbekistan,Wind,40-49 years,0.0,0.0
Uzbekistan,Wind,50+ years,0.0,0.0
Uzbekistan,Hydropower,0-9 years,0.175,10.245901639344263
Uzbekistan,Hydropower,10-19 years,0.095,5.562060889929742
Uzbekistan,Hydropower,20-29 years,0.0,0.0
Uzbekistan,Hydropower,30-39 years,0.15,8.782201405152225
Uzbekistan,Hydropower,40-49 years,1.091,63.875878220140514
Uzbekistan,Hydropower,50+ years,0.197,11.533957845433255
Vanuatu,Utility-scale solar,0-9 years,0.0009570000000000001,100.0
Vanuatu,Utility-scale solar,10-19 years,0.0,0.0
Vanuatu,Utility-scale solar,20-29 years,0.0,0.0
Vanuatu,Utility-scale solar,30-39 years,0.0,0.0
Vanuatu,Utility-scale solar,40-49 years,0.0,0.0
Vanuatu,Utility-scale solar,50+ years,0.0,0.0
Vanuatu,Wind,0-9 years,0.0,0.0
Vanuatu,Wind,10-19 years,0.0034,100.0
Vanuatu,Wind,20-29 years,0.0,0.0
Vanuatu,Wind,30-39 years,0.0,0.0
Vanuatu,Wind,40-49 years,0.0,0.0
Vanuatu,Wind,50+ years,0.0,0.0
Venezuela,Oil and gas,0-9 years,0.2746,9.519517437426334
Venezuela,Oil and gas,10-19 years,2.08,72.1070512376066
Venezuela,Oil and gas,20-29 years,0.0,0.0
Venezuela,Oil and gas,30-39 years,0.46,15.946751716009153
Venezuela,Oil and gas,40-49 years,0.0,0.0
Venezuela,Oil and gas,50+ years,0.07,2.426679608957915
Venezuela,Hydropower,0-9 years,0.0,0.0
Venezuela,Hydropower,10-19 years,0.0,0.0
Venezuela,Hydropower,20-29 years,5.01,31.292941911305434
Venezuela,Hydropower,30-39 years,10.28,64.20986883198
Venezuela,Hydropower,40-49 years,0.0,0.0
Venezuela,Hydropower,50+ years,0.72,4.497189256714553
Vietnam,Coal,0-9 years,14.26,52.553991302425004
Vietnam,Coal,10-19 years,11.584,42.69182575366698
Vietnam,Coal,20-29 years,0.85,3.1326011645905503
Vietnam,Coal,30-39 years,0.11,0.40539544482936535
Vietnam,Coal,40-49 years,0.33,1.216186334488096
Vietnam,Coal,50+ years,0.0,0.0
Vietnam,Oil and gas,0-9 years,1.624,16.62231320368475
Vietnam,Oil and gas,10-19 years,3.848,39.38587512794268
Vietnam,Oil and gas,20-29 years,4.298,43.99181166837257
Vietnam,Oil and gas,30-39 years,0.0,0.0
Vietnam,Oil and gas,40-49 years,0.0,0.0
Vietnam,Oil and gas,50+ years,0.0,0.0
Vietnam,Utility-scale solar,0-9 years,12.769705724137932,100.0
Vietnam,Utility-scale solar,10-19 years,0.0,0.0
Vietnam,Utility-scale solar,20-29 years,0.0,0.0
Vietnam,Utility-scale solar,30-39 years,0.0,0.0
Vietnam,Utility-scale solar,40-49 years,0.0,0.0
Vietnam,Utility-scale solar,50+ years,0.0,0.0
Vietnam,Wind,0-9 years,6.100899999999999,98.40320005161374
Vietnam,Wind,10-19 years,0.099,1.5967999483862645
Vietnam,Wind,20-29 years,0.0,0.0
Vietnam,Wind,30-39 years,0.0,0.0
Vietnam,Wind,40-49 years,0.0,0.0
Vietnam,Wind,50+ years,0.0,0.0
Vietnam,Hydropower,0-9 years,1.73,10.331442221558675
Vietnam,Hydropower,10-19 years,10.578,63.17109584950732
Vietnam,Hydropower,20-29 years,1.049,6.264556584054942
Vietnam,Hydropower,30-39 years,3.025,18.065094057927737
Vietnam,Hydropower,40-49 years,0.0,0.0
Vietnam,Hydropower,50+ years,0.363,2.167811286951329
Virgin Islands (U.S.),Utility-scale solar,0-9 years,0.009292400000000001,100.0
Virgin Islands (U.S.),Utility-scale solar,10-19 years,0.0,0.0
Virgin Islands (U.S.),Utility-scale solar,20-29 years,0.0,0.0
Virgin Islands (U.S.),Utility-scale solar,30-39 years,0.0,0.0
Virgin Islands (U.S.),Utility-scale solar,40-49 years,0.0,0.0
Virgin Islands (U.S.),Utility-scale solar,50+ years,0.0,0.0
Western Sahara,Oil and gas,0-9 years,0.072,100.0
Western Sahara,Oil and gas,10-19 years,0.0,0.0
Western Sahara,Oil and gas,20-29 years,0.0,0.0
Western Sahara,Oil and gas,30-39 years,0.0,0.0
Western Sahara,Oil and gas,40-49 years,0.0,0.0
Western Sahara,Oil and gas,50+ years,0.0,0.0
Western Sahara,Utility-scale solar,0-9 years,0.41354444444444444,100.0
Western Sahara,Utility-scale solar,10-19 years,0.0,0.0
Western Sahara,Utility-scale solar,20-29 years,0.0,0.0
Western Sahara,Utility-scale solar,30-39 years,0.0,0.0
Western Sahara,Utility-scale solar,40-49 years,0.0,0.0
Western Sahara,Utility-scale solar,50+ years,0.0,0.0
Western Sahara,Wind,0-9 years,0.702,93.22709163346613
Western Sahara,Wind,10-19 years,0.051,6.772908366533864
Western Sahara,Wind,20-29 years,0.0,0.0
Western Sahara,Wind,30-39 years,0.0,0.0
Western Sahara,Wind,40-49 years,0.0,0.0
Western Sahara,Wind,50+ years,0.0,0.0
World,Coal,0-9 years,581.9416,27.025632809252798
World,Coal,10-19 years,839.8793999999999,39.004381656949
World,Coal,20-29 years,269.2088,12.502179218360698
World,Coal,30-39 years,160.9531,7.474735231354739
World,Coal,40-49 years,173.3644,8.051121653094444
World,Coal,50+ years,127.9477,5.9419494309883225
World,Oil and gas,0-9 years,567.3488100000001,26.52692213319056
World,Oil and gas,10-19 years,621.51066,29.05930988516196
World,Oil and gas,20-29 years,540.6985999999999,25.280866738268383
World,Oil and gas,30-39 years,155.8586,7.287314035237149
World,Oil and gas,40-49 years,121.60839999999999,5.685914027989044
World,Oil and gas,50+ years,131.741,6.15967318015289
World,Utility-scale solar,0-9 years,759.2278643608884,89.41642442176979
World,Utility-scale solar,10-19 years,89.4102451168743,10.530098802096537
World,Utility-scale solar,20-29 years,0.3690671224489796,0.043466084439351974
World,Utility-scale solar,30-39 years,0.08,0.009421827477002815
World,Utility-scale solar,40-49 years,0.005,0.0005888642173126759
World,Utility-scale solar,50+ years,0.0,0.0
World,Wind,0-9 years,605.7291,64.24901369190276
World,Wind,10-19 years,306.3804,32.497429155262054
World,Wind,20-29 years,29.7626,3.1568859658659703
World,Wind,30-39 years,0.7393,0.07841673088254089
World,Wind,40-49 years,0.14909999999999998,0.015814871600956106
World,Wind,50+ years,0.023,0.002439584485727635
World,Hydropower,0-9 years,187.048,15.480056541500733
World,Hydropower,10-19 years,269.239,22.282167909718982
World,Hydropower,20-29 years,100.001,8.276063546290871
World,Hydropower,30-39 years,114.961,9.51415027194873
World,Hydropower,40-49 years,173.062,14.32257786870322
World,Hydropower,50+ years,364.005,30.124983861837467
World,Nuclear,0-9 years,64.197,16.191573934887664
World,Nuclear,10-19 years,32.09,8.093643123051624
World,Nuclear,20-29 years,33.532,8.457340018764944
World,Nuclear,30-39 years,108.6,27.390764822792345
World,Nuclear,40-49 years,122.724,30.953077551679257
World,Nuclear,50+ years,35.341,8.913600548824165
World,Bioenergy,0-9 years,31.88503,44.03807117711299
World,Bioenergy,10-19 years,19.1693,26.475715964997743
World,Bioenergy,20-29 years,6.885,9.509231136192216
World,Bioenergy,30-39 years,5.48,7.5687126545146475
World,Bioenergy,40-49 years,3.776,5.215229741504983
World,Bioenergy,50+ years,5.208,7.193039325677423
World,Geothermal,0-9 years,3.52786,22.6304300273077
World,Geothermal,10-19 years,3.7184,23.852701358200427
World,Geothermal,20-29 years,2.63595,16.909027577761513
World,Geothermal,30-39 years,2.4306,15.591753421160162
World,Geothermal,40-49 years,2.68,17.19159844018318
World,Geothermal,50+ years,0.5962000000000001,3.82448917538702
Yemen,Oil and gas,0-9 years,0.39,26.3709513827845
Yemen,Oil and gas,10-19 years,0.7159,48.40760024342416
Yemen,Oil and gas,20-29 years,0.063,4.259922915680573
Yemen,Oil and gas,30-39 years,0.0,0.0
Yemen,Oil and gas,40-49 years,0.31,20.961525458110756
Yemen,Oil and gas,50+ years,0.0,0.0
Yemen,Utility-scale solar,0-9 years,0.15259999999999999,100.0
Yemen,Utility-scale solar,10-19 years,0.0,0.0
Yemen,Utility-scale solar,20-29 years,0.0,0.0
Yemen,Utility-scale solar,30-39 years,0.0,0.0
Yemen,Utility-scale solar,40-49 years,0.0,0.0
Yemen,Utility-scale solar,50+ years,0.0,0.0
Zambia,Coal,0-9 years,0.3,90.9090909090909
Zambia,Coal,10-19 years,0.03,9.090909090909092
Zambia,Coal,20-29 years,0.0,0.0
Zambia,Coal,30-39 years,0.0,0.0
Zambia,Coal,40-49 years,0.0,0.0
Zambia,Coal,50+ years,0.0,0.0
Zambia,Oil and gas,0-9 years,0.105,100.0
